  -1520   -3355    6581     3011     417   -3004     2370     249    2617
   -905   -2585    7127    -1087    -272   -2778     2566     383    4060
   -905   -2585    7127    -5503    -259   -3565     2888   -2649    4261
   -905   -2585    7127    -1250   -4012   -5859     2097   -8284    1628
   -905   -2585    7127     5685   -5253  -10563     4771   -9633   -3234
   1046    -868    7141     9378     529  -10546     6027   -3717   -1869
   1046    -868    7141     5842    1012   -8893     2547    2561   -1452
   1046    -868    7141      657   -1640   -6534     4182    4153      78
   1046    -868    7141    -2672   -1774   -5803     5005    1527    1170
    838     708    5389    -1194    -819   -6080     4238   -1875      76
    838     708    5389     1811   -2565   -6047     3320   -2067     465
    838     708    5389     3993   -3141   -3112     3409    -827    -274
    838     708    5389     3029   -2399   -3072     3174     969      87
   1016     406    4767     1120   -3184   -3965     3413    1988     670
   1016     406    4767     -849   -1045   -2620     3171    1200    1122
   1016     406    4767   -10910  -20822    6935     6130    5746   25959
   1016     406    4767    -9032  -10618    -884     6594   -6495    6314
   2334    -297    3784      571   -5683   -8117     8077  -10603   -1958
   2334    -297    3784     6587   -1326   -4157     7679   -5115     496
   2334    -297    3784     4986    -748   -2480     5916     690    4003
   2334    -297    3784    -1437     806    -331     3632    3376    4610
   2334   -1731    2490    -5213    -301     678     1836     210    2200
   2397   -1731    2490    -3901     863    4459     1311   -2566    2244
   2397   -1731    2490     -647     -41    4412     1445   -1480    1380
   2397   -1731    2490     -790    -866    3472     1312     231    1999
   2397   -2382    2215    -2459    -719    4367     1306    -769    2026
   2183   -2382    2215     -924    2388    1012      845      86     926
   2183   -2382    2215    -1292     171    2771     -648     -69    -651
   2183   -2382    2215      230   -3548    5499      102   -2369   -6618
   2183   -2195    2147    -2400   -1192    3578     1005    2833   -3246
   2163   -2195    2147    -5786    -375    2001     1783     916   -1548
   2163   -2195    2147    -7725     847    1875       36     424    2932
   2163   -2195    2147    -7115   -3259    3895      -79   -1754    5932
   2163   -2195    2182    -3664   -2672    1293     1020   -4037    5147
   2084   -2945    2182    -2386    4022    -772     -584   -3680    6519
   2084   -2945    2182    -1258    3458   -2723    -5182   -2873    8646
   2084   -2945    2182     -824   -4198     322    -8325   -2272    6161
   2084   -2945    2182     -958   -9947    6438    -5434   -2762    3810
    -20   -2580    1028     6034  -12788    6979     -269   -5448   -1881
    -20   -2580    1028     9534    -431    2378     2071    -719   -3669
    -20   -2580    1028     5188     982    1507     -420    5033    -786
    -20   -2580    1028    -1539   -1372    2188     -283    6594      40
   -206   -2464     976    -2834   -3612    4402      163    2843    -416
   -206   -2464     976     2203   -4286    4670     1636     677   -4640
   -206   -2464     976     2840    1142   -1731     1523    2368  -11360
   -206   -2464     976     2270     714   -1457    -3435    4202   -8212
   1239   -2014    1376     2779   -6239   -2184    -5756    5699   -9452
   1239   -2014    1376     -323  -11812   -4687    -4247   10627    -474
   1239   -2014    1376    -6663  -11659   -3456     -231    9614   -2266
   1239   -2014    1376   -10288   -7753    1156     2430    5760    -750
   2467    -323    3879    -9175   -5457    1362     3550    1023    1388
   2467    -323    3879    -6276   -2934    -951     4680   -3320    -695
   2467    -323    3879    -2358    3420   -3827     2945   -6786    -834
   2467    -323    3879     1480   17664   10432    -1045   -3523   -1574
   2006    -202    2668     9787    -764   -2377    -8088   -1120   -7273
   2006    -202    2668     9971   -6631  -10947   -11011    7006   -4562
   2006    -202    2668    -3481  -15392   -3590    -2672   15100    6421
   2006    -202    2668    -9296   -5644   -1376    -1823    6604   -1995
   1091     791    5564    -5217   -9435   -1737     -470    -120   -4642
   1091     791    5564      958   -3194   -2447     -639   -2856   -5607
   1091     791    5564    10643   -4916   -6597    -2440     -49   -2114
   1091     791    5564     9604   -3550   -7231    -3433    5576   -3813
   -336     855    6064     -395   -7349   -6349    -3206   10240    2549
   -336     855    6064    -5878   -7654     -24    -2228    6302    1893
   -336     855    6064    -5694   -6543    -238      984    1063   -2315
   -336     855    6064      384   -3214   -1878      584   -2869   -2932
  -2063     412    5937     3877     860    -875     -684   -1381   -1133
  -2063     412    5937     2771   -2161    -404     -710     572     162
  -2063     412    5937     2080   -5135     817      187    -568    -925
  -2063     412    5937     2074   -1814      -6     1718   -1090    -802
  -2136     179    6047     1789    1125    -457      288   -1349    -868
  -2136     179    6047     3213   -4855     403      568    -940    -833
  -2136     179    6047    -3856   19812   -5147     -592   -2285  -10400
  -2136     179    6047     8048   -9849   -4862    -9679   -2023   -1302
  -1944    -577    6675     5088  -10980   -1684    -3607    3010    1854
  -1944    -577    6675    -1774   -3167    -929     -453      73    -823
  -1944    -577    6675     1709      33   -2702    -1301   -4616   -3364
  -1944    -577    6675     7643     571    -441    -1010   -2426   -1162
  -1559   -1504    7057     8643     -93  -13385    -1542    5683    8905
  -1559   -1504    7057     2850    1066   -6912    -6079    6986    4924
  -1559   -1504    7057     -989   -5343   -3557    -5280    6144    1766
  -1559   -1504    7057    -3644   -5702    -495    -3063    2357     930
  -2902   -1985    5782    -1933   -5286   -1157    -2338    -880    1552
  -2902   -1985    5782      965   -7345      68     -185   -3260     131
  -2902   -1985    5782     1422     925   -5540     5806   -5194   -4527
  -2902   -1985    5782     6332    8938   -9592    -6655   -3066    6019
  -2220   -2180    6564    11776  -10053   -4499    -6497    2008    2020
  -2220   -2180    6564     3057    1513   -3020    -2193    5961    3575
  -2220   -2180    6564     1374   -3345   -4896    -5272    5962    4345
  -2220   -2180    6564     1922   -6186   -2796    -2893    2947     831
  -3218   -2601    4839     5310    -245   -3021    -1598    1188   -1750
  -3218   -2601    4839     8482    4990   -5576    -3956    1377   -7812
  -3218   -2601    4839     5690    -239   -6243   -10162    2326   -5827
  -3218   -2601    4839     4849   -7483   -1508    -7746    3548   -2930
  -2463   -3872    3135    -1051   -8009    3025    -1518    3698   -1984
  -2463   -3872    3135    -4869    -650    2278     1419   -1887   -3233
  -2463   -3872    3135      -77   -2047    -363     2977   -8089   -9174
  -2463   -3872    3135    -4575   28385   -9177     2971   -7253   -3419
   -755   -4872    3770     7200    8718   -6712    -4888   -3944   -1075
   -755   -4872    3770     6184    2981   -3680    -7211    2012    3223
   -755   -4872    3770     2201     -35   -2146    -6274    3440    2426
   -755   -4872    3770     1534   -6098    1679    -3956    2308    1200
  -1514   -3833    1962      526    2954    1124      272     496   -2030
  -1514   -3833    1962     1541    9350   -1153    -2938    -271    -575
  -1514   -3833    1962     5550    -502    -516    -5793     761    -125
  -1514   -3833    1962     7789   -5844    1447    -1225    4237     138
  -1123   -3104    1332     2136    3808     740      565    5778   -2950
  -1123   -3104    1332     1379     -91    2771    -2139    4488   -4504
  -1123   -3104    1332     4142   -3162     952      -65    5356   -3923
  -1123   -3104    1332     6305    -931   -3015     4968   12684    8182
   1327   -3148    1780     4332   -1755  -10496    15690   17134   20997
   1327   -3148    1780     5707    5415  -16267    19065    9177   14863
   1327   -3148    1780     9702   13036  -14969    13003    5551    9467
   1327   -3148    1780     5587   16045   -7566      976    3038      37
  -2299   -3249    6051     5171   -4212    -191    -5336    -330   -5865
  -2299   -3249    6051     4409   -5139    1103     3259    3044     306
  -2299   -3249    6051     1277    5299   -3541     5971    3487    3042
  -2299   -3249    6051     1562    7234   -3290     1141    -464    -511
  -2539   -3282    5796     6724    3914   -3434    -1324   -2012   -3133
  -2539   -3282    5796     8681    5609   -5589    -3172     262   -3624
  -2539   -3282    5796     7875    1389   -3695    -7568    1101   -8423
  -2539   -3282    5796     4257    -597   -1152    -5725    5372   -4100
  -1278   -4795    4527     -514    1332    1143    -4610    4616   -3925
  -1278   -4795    4527    -2975    4681    -408    -6162     557   -8510
  -1278   -4795    4527    -6864    4832      21   -10520   -8674  -16696
  -1278   -4795    4527    -2646    3895   -4065    -7984  -15927  -11062
    978   -3506    1619     6416    5066   -6583    -6177  -12923   -4212
    978   -3506    1619     9809    1661   -4006    -7279   -7914   -2397
    978   -3506    1619    10910   -6200    -157    -7448   -8119   -7710
    978   -3506    1619    15837   -3375    -895    -2194   -3779   -3059
  -2114   -1660    1489    17381   -1405   -4319    -1855    5174   -3406
  -2114   -1660    1489     7114   -4455   -8525     -343   16291     302
  -2114   -1660    1489    -8691   -1125   -8624     7432   20118    8619
  -2114   -1660    1489   -13387    6791   -3708    11432   10449   11825
   1707   -3639    2388    -5148    7472   -3411     9585     354   12396
   1707   -3639    2388     7276    6732   -5732     5209   -3887    2735
   1707   -3639    2388    12509   11201   -6157     2494    2877    4067
   1707   -3639    2388     8319   10105   -5366    -2532    8804    3315
   -325   -4990    4171     3713    1485   -2979    -7025    9328   -2298
   -325   -4990    4171    -3067   -6433     150    -1262   14664    7819
   -325   -4990    4171   -12327    3162    3187     7896   10363    9441
   -325   -4990    4171   -11066   10636    2262      990   -2452    3397
  -1052   -4835    3778      718   -6518    1936     3505   -5858    2849
  -1052   -4835    3778     6587    4409   -2816     6695   -3744    3090
  -1052   -4835    3778     9960    5767   -2914     3483    -448     349
  -1052   -4835    3778     6926    4666   -2290     2165    3888     205
  -1673   -4383    5205     1584    4364    -545     1099    5010       2
  -1673   -4383    5205    -1973    3243     733     1084    3316     322
  -1673   -4383    5205    -1647    2567    2281     1584     -77    -169
  -1673   -4383    5205     1966    2629      57     2298   -1808    -613
  -2058   -4113    5189     5258    4364   -1681     1879    -836    -981
  -2058   -4113    5189     6108    5418   -2053      699    1998   -1460
  -2058   -4113    5189     3784    4418   -1783     -728    4138   -1583
  -2058   -4113    5189     2046    2741    -753     -909    4626   -1592
  -2014   -4188    4899      359    4387     -77     -227    5264     -73
  -2014   -4188    4899       46    6037   -2351    -1397    4905     268
  -2014   -4188    4899     -687    4923     -35    -2624    5235     897
  -2014   -4188    4899     -676    1517    1086    -1993    4245     965
  -2205   -4096    3235     1173    6857   -1671    -2243    2811    -382
  -2205   -4096    3235     4660   10097    2047    -7188    6080    -867
  -2205   -4096    3235    -5541     149    -947    -6811    7605     706
  -2205   -4096    3235    -4762      72    1628    -6510    4565    -790
   -967   -3029    1217    -3590   -3042    3575    -6090    2491   -1756
   -967   -3029    1217    -1101   -1397    1760    -3943    1197   -2427
   -967   -3029    1217     1777    3306    -778    -5661    2944   -2403
   -967   -3029    1217    -3336   -3248    -708    -8906    5692   -1066
     88    -860    1182    -6069  -10324    3622    -5469    3050   -1470
     88    -860    1182     -344   -4062    1354    -2260    1325   -2653
     88    -860    1182    -1111   -3316     254    -3776    4269   -2925
     88    -860    1182    -4390   -6058    1013    -1672    4223   -2544
    483     516    2481    -2168   -3512     499     -529    2397   -3124
    483     516    2481    -1812   -4456    -495    -1160    3630   -2938
    483     516    2481    -6190   -5893     868      598    3754   -1362
    483     516    2481    -8008   -4324    1711     1313     109    -501
    283     497    2911    -4599   -6125    1404     2245   -2890     614
    283     497    2911    -1114   -3944    -253     3360   -2701    1762
    283     497    2911    -2078   -5006     659     3210   -2205    2389
    283     497    2911    -2939   -4745     -75     3483   -2464    3378
    418      -9    1709    -3534   -4100    1155     4842   -3686    3176
    418      -9    1709    -4170   -2275     -22     3715   -4708    1547
    418      -9    1709    -4929    3795    -219     1496   -7730      44
    418      -9    1709      108   -3655     393    -1186   -7961    -125
  -1066    -945    1189     3873   -4739     488     2411   -5990    -354
  -1066    -945    1189     4808     498    1029     2219   -3079      52
  -1066    -945    1189     4212    1358    2407     1721     375    1386
  -1066    -945    1189    -2886    -663    4212      260    2073    2559
  -1822   -1262    1304    -2742   -1266    4490     1170   -2954   -1172
  -1822   -1262    1304      538   -3279    5089      789   -1450    1966
  -1822   -1262    1304    -2104    -260    4794     2502   -3257    2947
  -1822   -1262    1304       95    1209    4222     1448   -3256    4417
  -2451   -1170    1693    -1503    -107    2766    -1307   -5561    4212
  -2451   -1170    1693     3489   -4193    3667     1178   -4456    4457
  -2451   -1170    1693     -499   -2305    2850     1663   -5324    3611
  -2451   -1170    1693     3892   -1842     758     1961   -6733    2379
  -2976    -158    3018     7288    -552    1150      997   -3373    2831
  -2976    -158    3018     2132   -2940    3310     3540      -9    5443
  -2976    -158    3018     -392     -96    3632     2159   -4085    4405
  -2976    -158    3018     6254   -4558     238     1182   -4375    3131
  -2376     778    3453     6457   -3427    1676     1722   -1093    1557
  -2376     778    3453     1063   -3458    4054     1066   -1348    -697
  -2376     778    3453     2177   -7401    3132     1371   -3320   -3759
  -2376     778    3453     3796   -1301     663     3770    -533   -3762
  -2645     374    3261     1616    4430     652     -516   -1236   -7399
  -2645     374    3261     -768    3569    2527      750   -4587   -3490
  -2645     374    3261     6212   -7844    3065     2209    -241    4270
  -2645     374    3261     8216    1293   -1114     1282   -1612   -3353
  -3333    -747    3704     8577    2689   -2174     -880     296   -5236
  -3333    -747    3704     7535    1971   -1037    -2290    4228   -4589
  -3333    -747    3704     7197    8331   -2614    -1519    7570   -1895
  -3333    -747    3704    -3038     869     -38    -5564    6447   -2397
  -2982   -1677    2219     -653    1269    3598    -4677    1164   -3496
  -2982   -1677    2219     3005    1184     743    -5234    1136   -2610
  -2982   -1677    2219      618   -1398    3007    -4829    3267    -199
  -2982   -1677    2219     -196   -1661    3147    -2616    2561     754
  -2369   -1135    1668     4456    4340   -1111    -3590    3577    1469
  -2369   -1135    1668     1047   -2699     -26    -9935    6549   -1107
  -2369   -1135    1668    -5466  -12443    5894    -5474    4983   -1241
  -2369   -1135    1668    -3905   -4999    4551     -620    1756   -1167
  -1248     354    1843    -1196   -4197    3646     -310     490    -540
  -1248     354    1843      758    2536    4055     -630    1086   -2000
  -1248     354    1843    -3397     -34    4084    -5099    1873   -1240
  -1248     354    1843    -5004   -7864    4687    -2042    -839   -1542
  -1300     701    2294    -4518   -4519    2272     -266   -2108     832
  -1300     701    2294    -3776   -5902    2085      620   -4624     844
  -1300     701    2294     2296   -3647    -623     1778   -5740    -272
  -1300     701    2294    11865    2261   -4861     -123   -1835   -2050
  -1944     642    2622     7464   -3164   -3209    -6224    6605   -1688
  -1944     642    2622   -11887  -18061    6454    -1544    8744    3881
  -1944     642    2622   -19584   -8878    6635     7504   -3084    2882
  -1944     642    2622     -385   -3785   -4759     8074  -12516   -1904
  -1733     168    1967    11448    4512   -7423     7612   -2653   -1853
  -1733     168    1967     3765    6886    1338     -560    3260     347
  -1733     168    1967    -4120   -7944    6505     2361    2563     648
  -1733     168    1967    -5084   -5448    4547     5918   -2305   -2878
  -1921   -1097    1429      901   -2259      25     7601   -3552   -3623
  -1921   -1097    1429     3697    4727   -1092     5700    -765   -4233
  -1921   -1097    1429     1256    6252    1663     3118    2238     172
  -1921   -1097    1429    -1793    5412    3073     1324    1673    1800
  -2019   -2839    1647      513    2137    3158     -891    -336     254
  -2019   -2839    1647     3330   -1320    3234      347    1243    -605
  -2019   -2839    1647     1220     866    4859     2459    3389     665
  -2019   -2839    1647    -2263   -1957    1507     4925    3069    1380
  -1608   -3142    1603    -2841    3567    1402     7056     723   -1227
  -1608   -3142    1603    -2860   12577     947     3366    1119    2858
  -1608   -3142    1603    -4227     512    4225     -463   -2207   -1224
  -1608   -3142    1603     -720    6470    1065     1883   -4847   -6547
  -1341   -4111    2330    -1546    6323    1818    -2141   -1763     288
  -1341   -4111    2330    -1090    3344     212     -596   -2219    3644
  -1341   -4111    2330     4173    4370   -1218     5405    2952   -2709
  -1341   -4111    2330    -2202    3462    2116     2246    2129    4624
  -1500   -4343    2877     2850   -1107     -52     4394    1199   -1891
  -1500   -4343    2877    -4571    7675   -3227     4308      89  -10088
  -1500   -4343    2877    -6106   13968   -1970    -2130   -1540   -4842
  -1500   -4343    2877    -7690    4694       5    -5312   -4208   -2890
     45   -4662    2879    -4828    6936   -2190    -6268   -7126     437
     45   -4662    2879     1799   -5059    -941    -6857   -7195    -636
     45   -4662    2879      274     -76    2509    -2498   -4653    -230
     45   -4662    2879    -3686   -1104    5204    -1045   -5934     900
  -1348   -3871    1972    -2241    3719    1233     -208   -8231    1219
  -1348   -3871    1972     1586     714    1582    -1408   -7256    5088
  -1348   -3871    1972     1447   -1735    4575    -1646   -8756    8128
  -1348   -3871    1972     1911   -2292   -1245        5   -4760   13234
  -3575   -1652    3559     5114   -7152     -96    -3310   -4527    6598
  -3575   -1652    3559     3955   -2705   -1432    -1949    -201   10813
  -3575   -1652    3559      -10   -1152    1380    -3884    -367    8701
  -3575   -1652    3559     1485   -5843    -467    -5736   -2281    4985
  -1986     926    5212     1748   -4026   -1058    -3648     187    6825
  -1986     926    5212     -789   -6029   -1230    -4205     -14    5310
  -1986     926    5212     -955   -8645   -1342    -3379   -2058    2186
  -1986     926    5212     1486   -3944   -1733    -2969   -2166    1219
   -482     459    6487     1817   -7943    -699    -1180    -912    -132
   -482     459    6487     -724   -6712     413      180    -981   -2125
   -482     459    6487      486  -10446    -504     2576   -1955   -6265
   -482     459    6487      512   -9040   -1383     3905   -1864  -11131
  -1340     521    6103     5999   -9399   -5247     5597     269  -17052
  -1340     521    6103     8472   -1420   -9156      447   10098  -20832
  -1340     521    6103     3554   -8792   -8428    -9370   13045  -19878
  -1340     521    6103    -1979  -12015   -4961     1694   15748   -4314
  -2180   -3679    2258    -8220   -2601   -1184     5901   10599   -4393
  -2180   -3679    2258    -6701    4153   -1348     5049    5101   -4061
  -2180   -3679    2258    -4147    7873     -22     1275    3989   -1123
  -2180   -3679    2258    -6009    2576    3242     -181    2992     141
   -243   -4534    2530   -11585    6211    1577    -1132   -1536    1069
   -243   -4534    2530   -17719    8177    -179    -4704  -10880    2065
   -243   -4534    2530    -9503    3317  -13212    -5961  -18118    7395
   -243   -4534    2530     1532   -7736  -11436   -15001  -12932   28650
  -3442    -949    3403     -341  -19039   -2365    -5367   -6373   13710
  -3442    -949    3403     9437  -11566   -2116    -2429   -5218    4095
  -3442    -949    3403    14265  -12749   -1732     2518     391  -11792
  -3442    -949    3403     7806   -6007   -4093     4032    9781  -12009
  -3501   -1206    3342    -1042   -6166   -3127     5340   11916   -3570
  -3501   -1206    3342    -3595   -3289   -3775     6461    7568   -3688
  -3501   -1206    3342    -9663   18405   -1227     4570    6061    2292
  -3501   -1206    3342   -14828   13096   -4114   -12614   -6677    2462
  -2733   -1650    2027    -1033  -10321   -2969   -12157  -12627    5382
  -2733   -1650    2027    10372  -14072   -2007    -4440   -4428    8780
  -2733   -1650    2027     8004  -10971   -1541      103    2530    9945
  -2733   -1650    2027     4786   -5816    2302     3258    6886    9132
  -1450    1107    3106    -2102    1808     258     4998    8207   11701
  -1450    1107    3106    -1634     476     819     -200    5320    6834
  -1450    1107    3106     -142   -3652      79      356    4781    -116
  -1450    1107    3106    -3658    1384       4     -447    5658    1172
   1054     905    3336    -8259   -3301     184    -1185    5139    4118
   1054     905    3336   -11304   -3635    1394      286     398    1943
   1054     905    3336    -9075     233     197      -91   -3810    2113
   1054     905    3336    -7064   -2421   -1351     -868   -4861    3828
   1865     350    3229    -4926   -3034      -3     -458   -6141    4313
   1865     350    3229    -2775   -2638   -1223     2150   -5220    2578
   1865     350    3229    -3838    -838    -128    -1228   -5685    1800
   1865     350    3229    -5049    1998    -731    -1855   -7801     337
   1212    -220    1874    -1143    6113   -2543    -4584   -7743    3372
   1212    -220    1874     4045   -1605   -2642    -7814   -2072    8609
   1212    -220    1874     -667   -5819    1625    -6102    1991    5080
   1212    -220    1874    -8604   -2666    3922    -4786   -1798    2940
   1629     423    2858     -787   -3823    1004    -1657   -6033   -1177
   1629     423    2858     4673    -977    1253    -2349   -4536     439
   1629     423    2858      689   -2566    3173    -2202     -85    2188
   1629     423    2858    -5349   -3427    2773    -2504   -1060    3450
   1483     581    2973    -3302   -6178    2110    -1128   -5672     978
